File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,GfxState::transformWidth(double w),6,5,5,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,GfxState::getTransformedFontSize(),8,7,7,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,"GfxState::getFontTransMat(double *m11, double *m12, double *m21, double *m22)",5,5,5,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,"GfxState::setCTM(double a, double b, double c, double d, double e, double f)",18,15,13,2,2,0,1,9,
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,"GfxState::concatCTM(double a, double b, double c, double d, double e, double f)",22,19,17,2,2,0,1,9,
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,GfxState::setFillColorSpace(GfxColorSpace *colorSpace),5,5,4,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,GfxState::setStrokeColorSpace(GfxColorSpace *colorSpace),5,5,4,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,GfxState::setFillPattern(GfxPattern *pattern),5,5,4,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,GfxState::setStrokePattern(GfxPattern *pattern),5,5,4,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,"GfxState::setLineDash(double *dash, int length, double start)",6,6,5,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,GfxState::clearPath(),3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,GfxState::clip(),39,38,29,9,1,1,0,3,
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,"GfxState::textShift(double tx, double ty)",6,5,5,0,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,"GfxState::shift(double dx, double dy)",3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,GfxState::save(),6,5,5,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,GfxState::restore(),22,16,15,2,5,0,1,8,
F:\benchmark\pdftohtml-0.40a\xpdf\GfxState.cc,"GfxState::parseBlendMode(Object *obj, GfxBlendMode *mode)",33,32,25,13,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"DisplayFontParam::DisplayFontParam(GString *nameA, DisplayFontParamKind kindA)",11,11,8,3,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,DisplayFontParam::~DisplayFontParam(),14,14,9,5,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"PSFontParam::PSFontParam(GString *pdfFontNameA, int wModeA, GString *psFontNameA, GString *encodingA)",5,5,5,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,PSFontParam::~PSFontParam(),6,6,5,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"Plugin::load(char *type, char *name)",89,80,46,10,8,0,1,8,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,Plugin::Plugin(HMODULE libA),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,Plugin::Plugin(void *dlA),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,Plugin::~Plugin(),15,14,8,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::GlobalParams(char *cfgFileName),169,153,119,12,9,0,7,63,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parseFile(GString *fileName, FILE *f)",167,162,135,13,4,0,1,5,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parseNameToUnicode(GList *tokens, GString *fileName, int line)",32,31,25,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parseCIDToUnicode(GList *tokens, GString *fileName, int line)",14,13,10,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parseUnicodeToUnicode(GList *tokens, GString *fileName, int line)",14,13,10,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parseUnicodeMap(GList *tokens, GString *fileName, int line)",14,13,10,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parseCMapDir(GList *tokens, GString *fileName, int line)",16,15,12,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parseToUnicodeDir(GList *tokens, GString *fileName, int line)",7,7,5,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parseDisplayFont(GList *tokens, GHash *fontHash, DisplayFontParamKind kind, GString *fileName, int line)",34,30,20,7,4,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parsePSPaperSize(GList *tokens, GString *fileName, int line)",21,20,16,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parsePSImageableArea(GList *tokens, GString *fileName, int line)",10,10,8,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parsePSLevel(GList *tokens, GString *fileName, int line)",25,24,20,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parsePSFile(GList *tokens, GString *fileName, int line)",10,10,7,2,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parsePSFont(GList *tokens, GString *fileName, int line)",11,10,7,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parsePSFont16(char *cmdName, GList *fontList, GList *tokens, GString *fileName, int line)",25,24,17,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parseTextEncoding(GList *tokens, GString *fileName, int line)",8,8,6,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parseTextEOL(GList *tokens, GString *fileName, int line)",19,18,14,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parseFontDir(GList *tokens, GString *fileName, int line)",7,7,5,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parseInitialZoom(GList *tokens, GString *fileName, int line)",8,8,6,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parseCommand(char *cmdName, GString **val, GList *tokens, GString *fileName, int line)",10,10,7,2,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parseYesNo(char *cmdName, GBool *flag, GList *tokens, GString *fileName, int line)",13,12,8,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::parseYesNo2(char *token, GBool *flag)",9,9,8,3,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::~GlobalParams(),56,49,41,4,7,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setBaseDir(char *dir),3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setupBaseFonts(char *dir),100,94,62,15,1,1,5,40,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getMacRomanCharCode(char *charName),3,2,2,1,0,0,1,8,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getBaseDir(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::mapNameToUnicode(char *charName),3,2,2,1,0,0,1,8,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getResidentUnicodeMap(GString *encodingName),10,9,8,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getUnicodeMapFile(GString *encodingName),12,11,10,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::findCMapFile(GString *collection, GString *cMapName)",24,23,20,6,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::findToUnicodeFile(GString *name),18,17,15,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getDisplayFont(GString *fontName),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::getDisplayCIDFont(GString *fontName, GString *collection)",10,9,7,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSFile(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSPaperWidth(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSPaperHeight(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::getPSImageableArea(int *llx, int *lly, int *urx, int *ury)",7,7,7,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSCrop(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSExpandSmaller(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSShrinkLarger(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSCenter(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSDuplex(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSNoText(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSLevel(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSFont(GString *fontName),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::getPSFont16(GString *fontName, GString *collection, int wMode)",28,27,19,9,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSEmbedType1(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSEmbedTrueType(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSEmbedCIDPostScript(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSEmbedCIDTrueType(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSOPI(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPSASCIIHex(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getTextEncodingName(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getTextEOL(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getTextPageBreaks(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getTextKeepTinyChars(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::findFontFile(GString *fontName, char **exts)",22,21,18,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getInitialZoom(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getContinuousView(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getEnableT1lib(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getEnableFreeType(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getAntialias(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getMapNumericCharNames(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getPrintCommands(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getErrQuiet(),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getCIDToUnicode(GString *collection),13,12,9,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getUnicodeToUnicode(GString *fontName),26,25,20,7,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getUnicodeMap(GString *encodingName),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getUnicodeMap2(GString *encodingName),9,8,7,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::getCMap(GString *collection, GString *cMapName)",7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getTextEncoding(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::addDisplayFont(DisplayFontParam *param),9,8,7,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSFile(char *file),7,7,6,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSPaperSize(char *size),25,25,24,3,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSPaperWidth(int width),6,6,6,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSPaperHeight(int height),6,6,6,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::setPSImageableArea(int llx, int lly, int urx, int ury)",7,7,7,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSCrop(GBool crop),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSExpandSmaller(GBool expand),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSShrinkLarger(GBool shrink),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSCenter(GBool center),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSDuplex(GBool duplex),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSNoText(GBool notext),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSLevel(PSLevel level),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSEmbedType1(GBool embed),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSEmbedTrueType(GBool embed),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSEmbedCIDPostScript(GBool embed),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSEmbedCIDTrueType(GBool embed),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSOPI(GBool opi),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPSASCIIHex(GBool hex),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setTextEncoding(char *encodingName),5,5,5,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setTextEOL(char *s),14,14,13,3,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setTextPageBreaks(GBool pageBreaks),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setTextKeepTinyChars(GBool keep),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setInitialZoom(char *s),5,5,5,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setContinuousView(GBool cont),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setEnableT1lib(char *s),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setEnableFreeType(char *s),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setAntialias(char *s),7,6,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setMapNumericCharNames(GBool map),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setPrintCommands(GBool printCommandsA),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::setErrQuiet(GBool errQuietA),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::addSecurityHandler(XpdfSecurityHandler *handler),6,6,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,GlobalParams::getSecurityHandler(char *name),31,27,20,9,4,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\GlobalParams.cc,"GlobalParams::loadPlugin(char *type, char *name)",10,9,8,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\ImageOutputDev.cc,"ImageOutputDev::ImageOutputDev(char *fileRootA, GBool dumpJPEGA)",6,6,6,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\ImageOutputDev.cc,ImageOutputDev::~ImageOutputDev(),3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\ImageOutputDev.cc,"ImageOutputDev::drawImageMask(GfxState *state, Object *ref, Stream *str, int width, int height, GBool invert, GBool inlineImg)",52,34,29,5,10,0,8,29,
F:\benchmark\pdftohtml-0.40a\xpdf\ImageOutputDev.cc,"ImageOutputDev::drawImage(GfxState *state, Object *ref, Stream *str, int width, int height, GfxImageColorMap *colorMap, int *maskColors, GBool inlineImg)",95,66,54,8,16,0,13,49,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,JArithmeticDecoderStats::JArithmeticDecoderStats(int contextSizeA),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,JArithmeticDecoderStats::~JArithmeticDecoderStats(),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,JArithmeticDecoderStats::copy(),6,5,5,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,JArithmeticDecoderStats::reset(),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,JArithmeticDecoderStats::copyFrom(JArithmeticDecoderStats *stats),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,"JArithmeticDecoderStats::setEntry(Guint cx, int i, int mps)",2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,JArithmeticDecoder::JArithmeticDecoder(),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,JArithmeticDecoder::readByte(),8,8,6,4,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,JArithmeticDecoder::~JArithmeticDecoder(),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,JArithmeticDecoder::start(),10,8,8,0,1,0,1,1,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,JArithmeticDecoder::restart(int dataLenA),11,10,9,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,JArithmeticDecoder::cleanup(),7,7,5,2,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,"JArithmeticDecoder::decodeBit(Guint context, JArithmeticDecoderStats *stats)",61,56,48,9,1,0,4,4,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,"JArithmeticDecoder::decodeByte(Guint context, JArithmeticDecoderStats *stats)",9,8,7,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,"JArithmeticDecoder::decodeInt(int *x, JArithmeticDecoderStats *stats)",59,57,46,13,2,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,JArithmeticDecoder::decodeIntBit(JArithmeticDecoderStats *stats),10,9,8,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,"JArithmeticDecoder::decodeIAID(Guint codeLen, JArithmeticDecoderStats *stats)",10,9,8,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JArithmeticDecoder.cc,JArithmeticDecoder::byteIn(),16,16,14,2,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2HuffmanDecoder::JBIG2HuffmanDecoder(),3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2HuffmanDecoder::~JBIG2HuffmanDecoder(),1,1,1,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2HuffmanDecoder::reset(),3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,"JBIG2HuffmanDecoder::decodeInt(int *x, JBIG2HuffmanTable *table)",27,26,21,8,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2HuffmanDecoder::readBits(Guint n),22,21,18,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2HuffmanDecoder::readBit(),7,7,6,2,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,"JBIG2HuffmanDecoder::buildTable(JBIG2HuffmanTable *table, Guint len)",38,30,22,9,2,0,6,42,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2MMRDecoder::JBIG2MMRDecoder(),3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2MMRDecoder::~JBIG2MMRDecoder(),1,1,1,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2MMRDecoder::reset(),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2MMRDecoder::get2DCode(),25,24,21,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2MMRDecoder::getWhiteCode(),41,38,31,10,1,0,2,18,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2MMRDecoder::getBlackCode(),48,45,37,11,1,0,2,18,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2MMRDecoder::get24Bits(),7,7,6,2,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2MMRDecoder::skipTo(Guint length),5,5,4,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,"JBIG2Bitmap::JBIG2Bitmap(Guint segNumA, int wA, int hA)",11,10,9,1,0,0,1,11,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,"JBIG2Bitmap::JBIG2Bitmap(Guint segNumA, JBIG2Bitmap *bitmap)",12,11,10,1,0,0,1,11,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2Bitmap::~JBIG2Bitmap(),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,"JBIG2Bitmap::getSlice(Guint x, Guint y, Guint wA, Guint hA)",14,13,10,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,"JBIG2Bitmap::expand(int newH, Guint pixel)",13,12,10,2,0,0,1,11,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2Bitmap::clearToZero(),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2Bitmap::clearToOne(),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,"JBIG2Bitmap::getPixelPtr(int x, int y, JBIG2BitmapPtr *ptr)",12,12,11,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,JBIG2Bitmap::nextPixel(JBIG2BitmapPtr *ptr),20,19,17,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\JBIG2Stream.cc,"JBIG2Bitmap::duplicateRow(int yDest, int ySrc)",2,2,2,0,0,0,0,0,
